Rank,Ticker,Title,Category,Volume
877,KXDJTWHDINNER,DJT WH Correspondents dinner,Politics,6907
878,KXKATZOUT,Israel Katz out as defense minister this year?,Politics,6857
879,KXARMENIAPARLI,Armenia parliament,Politics,6840
880,KXTERMLIMITS,Term Limits amendment,Politics,6821
881,KXVRASCOTUSVOTE,How many justices will vote for Louisiana in Louisiana v. Callais?,Politics,6737
882,KXSENATEKYD,KYD,Politics,6727
883,KXICEREFORM,Which ICE reforms will become law?,Politics,6640
884,KXCONCEALEDRECIPROCITY,Nationwide concealed carry reciprocity becomes law,Politics,6537
885,KXINDIACLIMATE,India climate goals,Climate and Weather,6534
886,SENATEVT,Senate VT,Politics,6326
887,GOVPARTYUT,Utah Governor,Politics,6265
888,KXHOUSENJ11SPECIAL,Who will win the NJ-11 Special election?,Politics,6243
889,KXSENATEARD,ARD,Politics,6213
890,KXPRESENDORSEMUSKD,Musk endorses Democrat for President,Politics,6180
891,KXCONGRESSTRADES,Congress trades,Politics,6172
892,KXIPO,IPOs,Companies,6816662
893,KXTESLA,Tesla deliveries,Companies,2671955
894,KXTAKEOVERACQWB,Warner Brothers acquisition,Companies,2509293
895,KXIPOSPACEX,When will spacex IPO,Companies,699940
896,KXTESLAPROD,Tesla production,Companies,651788
897,KXSPACEXBANKPUBLIC,SpaceX,Companies,601822
898,KXTESLACEOCHANGE,New Tesla CEO,Companies,480561
899,KXMETAHEADCOUNT,META Headcount,Companies,410240
900,KXPS6,PS6 announcement,Entertainment,307474
901,KXAAPLCEOCHANGE,Tim Cook leaves Apple,Companies,182808
902,KXIPHONERELEASE,iPhone,Companies,143801
903,KXBOEING,Boeing,Companies,141168
904,KXOPENAICEOCHANGE,OpenAI hires another CEO,Companies,133916
905,KXIPOSTARLINK,When will starlink IPO,Companies,110298
906,KXIPOOPENAI,When will OPENAI Announce IPO?,Companies,105023
907,KXSUBWAY,Subway ridership returning,Companies,98288
908,KXUBERTRIPS,UBER,Companies,95192
909,KXSTEAMPRICE,Steam Machine,Companies,91871
910,KXAPPLEFOLD,Apple reveals foldable iPhone,Companies,85043
911,KXDASHORDERS,DoorDash,Companies,81324
912,KXIPODISCORD,When will Discord IPO,Companies,77813
913,KXACQUANNOUNCEPINS,Pinterest,Companies,76106
914,KXCRYPTOPAY,Crypto payments from tech firms,Companies,74866
915,KXJPMCEOCHANGE,Jamie Dimon leaves JPMorgan,Companies,70356
916,KXAISTREAMSERIES,Will a major streaming platform offer a fully AI-generated scripted series by June 2026?,Companies,62911
917,KXTESLADELIVERYBY,Tesla deliveries by,Companies,57462
918,KXKRAKENBANKPUBLIC,Kraken IPO,Companies,56323
919,KXTESLAROADSTER,Tesla Roadster delivered,Companies,49424
920,KXTESLASEMI,How many Tesla semi trucks produced,Companies,46908
921,KXAPPLEUS,Apple DOJ lawsuit,Companies,46017
922,KXFALLOUTRELEASE,Will Bethesda announce a new Fallout game before the middle of 2026?,Companies,40659
923,KXKPOPDH2,Will KPop Demon Hunters 2 be released before September 2026?,Companies,33207
924,KXIPOANDURIL,When will anduril IPO,Companies,27215
925,KXSPOTIFYMAU,Spotify,Companies,20763
926,KXJUULFLAVOR,Juul flavors,Companies,19657
927,KXIPOFANNIE,When will Fannie Mae IPO?,Companies,17892
928,KXTESLAENERGYBY,Tesla energy business,Companies,15610
929,KXSTRIPEIPO,When will Stripe Announce IPO?,Companies,15161
930,KXIPODEEL,When will deel IPO,Companies,14016
931,KXTESLACAR,Will Tesla release a car that is 30 thousand dollars this year ,Companies,13621
932,KXJPMCEONEW,New JPM CEO,Companies,12142
933,KXLIVENATIONUS,LIve Nation lawsuit,Companies,11677
934,KXXAIGAME,WILL XAI RELEASE A VIDEO GAME,Companies,10786
935,KXTWOW,Winds release date announced,Entertainment,10484
936,KXELECTRICM3,Will BMW Release an electric M3,Companies,8156
937,KXFREDDIE,When will Freddie Mac IPO?,Companies,6345
938,KXIPOBREX,When will Brex IPo,Companies,5516
939,KXHELLCAT,Hellcat,Companies,4118
940,KXIPOBEASTINDUSTRIES,When will beast indsutries ipo,Companies,4075
941,KXNEWROLEFAZE,"Who will be the next CEO of FaZe Media, Inc",Companies,3397
942,KXRELOCATEUNITED,Wil United move its HQ,Companies,2711
943,KXCOMPANYACTIONLAYOFF,Layoff,Companies,2464
944,KXIPORAMP,When will Ramp IPO,Companies,2450
945,KXIPOWHOOP,Whoop IPO,Companies,2178
946,KXIPOCLUELY,When will Cluely IPO,Companies,2108
947,KXFYREFESTPRICE,How much will Fyre Fest sell for?,Companies,2084
948,KXRIPPLINGDEEL,Rippling Deel suit,Companies,2046
949,KXIPORIPPLING,When will Rippling IPO,Companies,1261
950,KXIPOAIRTABLE,WHEN WILL AIR TABLE ANNOUNCE AN IPO,Companies,1202
951,KXIPOOURA,Oura IPO,Companies,868
952,KXIPOOLIPOP,When will Oli Pop Ipo?,Companies,709
953,KXIPOGLEAN,When Will Glean IPO,Companies,371
954,KXIPOAPPSFLYER,When will Appsflyer IPO,Companies,69
955,KXHIGHNY,Highest temperature in NYC,Climate and Weather,97481062
956,KXHIGHCHI,Highest temperature in Chicago,Climate and Weather,75231165
957,KXHIGHLAX,Highest temperature in Los Angeles,Climate and Weather,62416606
958,KXHIGHMIA,Highest temperature in Miami,Climate and Weather,59688786
959,KXHIGHAUS,Highest temperature in Austin,Climate and Weather,59000295
960,KXHIGHDEN,Highest temperature in Denver,Climate and Weather,37426477
961,KXHIGHPHIL,Highest temperature in Philadelphia,Climate and Weather,29846752
962,KXRAINNYC,NYC rain,Climate and Weather,25318367
963,KXNYCSNOWM,NYC Snowfall monthly,Climate and Weather,6277777
964,KXLOWTAUS,Lowest temperature in Austin,Climate and Weather,5049677
965,KXLOWTNYC,Lowest temperature in NYC,Climate and Weather,4674978
966,KXLOWTDEN,Lowest temperature in Denver,Climate and Weather,4529063
967,KXLOWTMIA,Lowest temperature in Miami,Climate and Weather,4101848
968,KXHIGHTSFO,San Francisco High Temperature Daily,Climate and Weather,3803428
969,KXHIGHTDC,Washington DC Daily Max Temp,Climate and Weather,3738385
970,KXLOWTCHI,Lowest Temperature Chicago,Climate and Weather,3374911
971,KXLOWTLAX,Lowest Temperature in LA,Climate and Weather,3344273
972,KXHIGHTSEA,Seattle Maximum Temperature Daily,Climate and Weather,3062948
973,KXHMONTH,Hottest month instance,Climate and Weather,2859482
974,KXHIGHTLV,Las Vegas Max Daily Temperature,Climate and Weather,2652630
975,KXTORNADO,Number of Tornadoes,Climate and Weather,2466652
976,KXHIGHTNOLA,New Orleans Max temp Daily,Climate and Weather,2099489
977,KXHIGHTATL,Atlanta Max Temperature,Climate and Weather,2077693
978,KXRAINNYCM,Monthly rain in New York,Climate and Weather,1993783
979,KXLOWTPHIL,Lowest temperature in Philadelphia,Climate and Weather,1921365
980,KXHIGHTPHX,Phoenix High Temperature Daily,Climate and Weather,1823105
981,KXDCSNOWM,DC Monthly Snow,Climate and Weather,1544131
982,KXHIGHTBOS,Boston Maximum Daily Temperature,Climate and Weather,1438411
983,KXRAINLAXM,Rain Los Angeles,Climate and Weather,1233303
984,KXPHILSNOWM,Philadelphia Monthly Snow,Climate and Weather,1120121
985,KXHIGHTMIN,Minneapolis Daily High Temperature,Climate and Weather,996660
986,KXCHISNOWM,Chicago Snowfall Monthly,Climate and Weather,976440
987,KXHIGHTDAL,Dallas Maximum Temperature,Climate and Weather,900948
988,KXHIGHTHOU,Daily High Temperature Houston,Climate and Weather,758218
989,KXHMONTHRANGE,Monthly Temperature Increase (ºC),Climate and Weather,714163
990,KXGTEMP,Hottest year ever,Climate and Weather,691764
991,KXRAINSFOM,RAIN SAN FRANCISCO,Climate and Weather,685148
992,KXMIASNOWM,Chicago Snowfall Monthly,Climate and Weather,625578
993,KXLAXSNOWM,LA Snowfall Markets,Climate and Weather,566967
994,KXDALSNOWM,Dallas Snowfall Monthly,Climate and Weather,538737
995,KXHIGHTOKC,Oklahoma City Maximum High Temperature,Climate and Weather,535363
996,KXRAINHOUM,Rain Houston,Climate and Weather,526349
997,KXHIGHTSATX,San Antonio Daily Maximum Temperature,Climate and Weather,505613
998,KXRAINMIAM,Rain Miami,Climate and Weather,490487
999,KXSLCSNOWM,Salt Lake City Monthly,Climate and Weather,460435
1000,KXDETSNOWM,Detroit Monthly Snow,Climate and Weather,442431
1001,KXBOSSNOWM,Boston Snow Monthly,Climate and Weather,438866
1002,KXJACWSNOWM,"Jackson, WY Monthly Snow",Climate and Weather,391832
1003,KXRAINSEAM,RAIN SEATTLE,Climate and Weather,377459
1004,KXSEASNOWM,Seattle Snowfall Monthly,Climate and Weather,334351
1005,KXDENSNOWMB,Denver monthly snow,Climate and Weather,333797
1006,KXRAINDALM,Rain Dallas,Climate and Weather,308501
1007,KXARCTICICEMAX,Arctic sea ice max extent,Climate and Weather,280560
1008,KXRAINCHIM,Rain Chicago,Climate and Weather,278013
1009,KXRAINAUSM,RAIN AUSTIN,Climate and Weather,255356
1010,KXHOUSNOWM,Houston Snowfall Markets,Climate and Weather,193159
1011,KXEARTHQUAKECALIFORNIA,Earthquake in California,Climate and Weather,191790
1012,KXRAINDENM,RAIN DENVER,Climate and Weather,163593
1013,KXSFOSNOWM,San Francisco Snowfall markets,Climate and Weather,107960
1014,KXAUSSNOWM,Austin Snowfall Monthly,Climate and Weather,103557
1015,KXPRIMEENGCONSUMPTION,Prime energy source,Climate and Weather,62927
1016,KXEARTHQUAKEJAPAN,Earthquake in Japan,Climate and Weather,17449
1017,KXERUPTSUPER,Supervolcano,Climate and Weather,16402
1018,KXWARMING,Global warming,Climate and Weather,9107
1019,KXEUCLIMATE,EU hits climate goals,Climate and Weather,2660
1020,KXTIME,TIME’s Person of the Year,Entertainment,21152789
1021,KXSPOTIFYD,Daily US Spotify chart,Entertainment,21100865
1022,KXTOPARTIST,Top Artist on Spotify,Entertainment,20318612
1023,KXRANKLISTGOOGLESEARCH,#1 most searched on google,Entertainment,18829481
1024,KXOSCARPIC,Oscar for Best Picture,Entertainment,18286078
1025,KXNOBELPEACE,Nobel Peace Prize,Entertainment,12315004
1026,KXNETFLIXRANKSHOW,Netflix TV ranking,Entertainment,8629052
1027,KXSURVIVOR,Who will win Survivor,Entertainment,8229754
1028,KXOSCARACTO,Oscar for Best Actor,Entertainment,8046261
1029,KXALBUMSALES,HOW MANY ALBUM SALES WILL PERSON SELL,Entertainment,7329474
1030,KXNETFLIXRANKMOVIE,Netflix movie ranking,Entertainment,5577029
1031,KXNETFLIXRANKSHOWRUNNERUP,RUNNER UP NETFLIX SHOW,Entertainment,5348308
1032,KXGAMEAWARDS,Game Awards,Entertainment,5101666
1033,KXRT,Rotten Tomatoes Scores,Entertainment,4881919
1034,KXSUPERBOWLHEADLINE,Who will headline super bowl LX,Entertainment,4834839
1035,KXSPOTIFYW,Weekly US Spotify chart,Entertainment,3958496
1036,KXOSCARSUPACTO,Oscar for Best Supporting Actor,Entertainment,3718976
1037,KXOSCARACTR,Oscar for Best Actress,Entertainment,3519580
1038,KXTOPMONTHLY,Top Monthly listeners,Entertainment,3380691
1039,KXRANKLISTGOOGLESEARCHTOP5,top 5 good search for people,Entertainment,3206491
1040,KXOSCARSUPACTR,Oscar for Best Supporting Actress,Entertainment,2623706
1041,KXTOPSONG,Billboard Hot 100 #1,Entertainment,2545102
1042,KXOSCARDIR,Oscar for Best Director,Entertainment,2491791
1043,KXSPOTIFYGLOBALD,Daily Global Spotify songs,Entertainment,2424129
1044,KXSPOTIFY2D,Daily US Spotify chart Runner-up,Entertainment,1965942
1045,KXGTA6,GTA 6 release date,Entertainment,1958629
1046,KXRANKLISTBB100ARTIST,WHICH ARTIST WILL BE #1 ON THE BILLBOARD HOT 100 FOR WEEK,Entertainment,1905208
1047,KXMEDIARELEASEST,WILL THERE BE ANOTHER EPISODE OF STRANGER THINGS?,Entertainment,1896084
1048,KXTOPALBUMSPOTIFYUSA,MOST STREAMED ALBUM USA,Entertainment,1784554
1049,KXOSCARCINE,Oscar for Best Cinematography,Entertainment,1686978
1050,KXTOPALBUM,Billboard Top 200 #1,Entertainment,1645586
1051,KXRANKLISTSONGTOP10,WHICH SONG WILL BE IN THE TOP 10 OF THE BILLBOARD HOT 100 HUNDERED FOR THE WEEK OF DATE ,Entertainment,1582161
1052,KXRANKLIST1SONG,WHICH SONG WILL BE NUMBER THIS MONTH,Entertainment,1321933
1053,KXNETFLIXRANKMOVIERUNNERUP,RUNNER UP NETFLIX MOVIE,Entertainment,1269357
1054,KXSPOTIFYALBUMRELEASEDATEKANYE,Will Kanye West Drop Bully this month - it's set to release July 25th.,Entertainment,1025341
1055,KXOSCARSPLAY,Oscar for Best Original Screenplay,Entertainment,983844
1056,KXSPOTIFYWRAPPEDRELEASE,When will Spotify release wrapped? ,Entertainment,964064
1057,KXRANKLISTGOOGLESEARCH2,Runner up top Search on google this year,Entertainment,930239
1058,KXOSCARANIMATED,Oscar for Best Animated Feature,Entertainment,892530
1059,KXTOPARTISTTHIRD,THIRD RANK ARTIST ON SPOTIFY ,Entertainment,836725
1060,KXSURVIVORELIMINATION,WHO WILL BE ELIMINATED FROM SURVIVOR,Entertainment,791817
1061,KXNETFLIXTOPVIEWSTV,NETFLIX TOP SHOW VIEW COUNT,Entertainment,764762
1062,KXOSCARASPLAY,Oscar for Best Adapted Screenplay,Entertainment,711593
1063,KXTOPSONGSPOTIFYUSA,MOST STREAMED ,Entertainment,688831
1064,KXOSCARINTLFILM,Oscar for Best International Feature Film,Entertainment,654819
1065,KXEUROVISION,Eurovision winner,Entertainment,649216
1066,KXMARRIAGESWIFTKELCE,Swift Kelce married,Entertainment,592862
1067,KXNETFLIXRANKMOVIEGLOBAL,Netflix movie ranking,Entertainment,560776
1068,KXTWITCHSUBSKAICENAT,How many twitch subs will kai cenat have,Entertainment,558114
1069,KXSAGAWARDENSEMBLE,SAG Award for Outstanding Cast,Entertainment,540201
1070,KXRANKLISTSONGSPOTUSA,WHO WIL HAVE A #1 song on Spotify ,Entertainment,538756
1071,KXOSCAREDIT,Oscar for Best FILM EDITING,Entertainment,498139
1072,KXTOP10BILLBOARDSPOTSBB,HOW MANY SPOTS ON THE BILLBOARD HOT 100 WILL BAD BUNNY HOLD ,Entertainment,480317
1073,KXNETFLIXRANKSHOWGLOBAL,Netflix TV ranking,Entertainment,472285
1074,KXGTA6ONTIME,GTA 6 release date on time,Entertainment,466138
1075,KXSPOTIFYARTISTD,Daily US Spotify artist chart,Entertainment,452219
1076,KXTVSHOWSCANCELLED,Which TV shows will be Cancelled this year?,Entertainment,450396
1077,KXOSCARSONG,Oscar for Best Original Song,Entertainment,430305
1078,KXLOVEISBLINDENGAGEMENT,WHO WILL BECOME ENGAGED ON LOVE IS BLIND?,Social,426922
1079,KXBILLBOARDRUNNERUPSONG,Will Song be number 2 on Billboard 100?,Entertainment,413011
1080,KXLOVEISBLINDMARRIAGE,who will get married on love is blind ,Social,411088
1081,KXGRAMMYNOMNAOTY,Grammy nominees for New Artist of the Year,Entertainment,410465
1082,KXROGANGUEST,Rogan guests,Entertainment,393000
1083,KXOSCARPROD,Oscar for Best Production Design,Entertainment,391761
1084,KXALBUMDEBUT,WILL ALBUM DEBUT AT #1,Entertainment,373111
1085,KXGTAPRICE,GTA price,Entertainment,370740
1086,KXSAGAWARDACTO,SAG Award for Best Leading Actor,Entertainment,361749
1087,KXBILLBOARDRUNNERUPALBUM,Will Album be runner up this week?,Entertainment,360951
1088,KXYTUBESUBSBEAST,YouTube subs Beast,Entertainment,346487
1089,KXBOND,Next Bond actor,Entertainment,332164
1090,KXOSCARSOUND,Oscar for Best Sound,Entertainment,329548
1091,KXGRAMMYNOMSOTY,Grammy nominees for Song of the Year,Entertainment,325229
1092,KXOSCARCOSTUME,Oscar for Best Costume Design,Entertainment,320602
1093,KXTOPSONGSPOTIFY,Top Song on Spotify this year,Entertainment,311159
1094,KXSAGAWARDACTR,SAG Award for Best Leading Actress,Entertainment,308392
1095,KXSPOTIFYALBUMRELEASEDATEDRAKE,Will drake release an album by date,Entertainment,303269
1096,KXSAGAWARDSUPACTR,SAG Award for Best Supporting Actress,Entertainment,299555
1097,KXOSCARDOCU,Oscar for Best Documentary Feature,Entertainment,295765
1098,KXTOPSONGS,Top songs this year,Entertainment,288244
1099,KXOSCARCOUNT,HOW MANY OSCARS WILL FILM BE NOMINATED FOR,Entertainment,278165
1100,KXNETFLIXRANKMOVIEGLOBAL2,RUNNER UP SHOW NETFLIX MOVIE GLOBAL,Entertainment,276194
1101,KXNETFLIXRANKSHOWGLOBAL2,RUNNER UP SHOW NETFLIX SHOW GLOBAL,Entertainment,251076
1102,KXSNLHOST,SNL hosts this season,Entertainment,248971
1103,KXOSCARVIS,Oscar for Best Visual Effects,Entertainment,244853
1104,KXTOPARTISTUSA,TOP ARTIST USA,Entertainment,241308
1105,KXGRAMMYNOMAOTY,Grammy nominees for Album of the Year,Entertainment,236688
1106,KXOSCARAS,Oscar for Best ANIMATED SHORT,Entertainment,228935
1107,KXTOPALBUMTHEROMANTIC,WILL THE ROMANTIC BY BRUNO MARS BE NUMBER 1,Entertainment,226054
1108,KXSTRMRSOTY,STREAMER OF THE YEAR,Entertainment,225337
1109,KXOSCARGUESTS,Oscar guests,Entertainment,213377
1110,KXSAGAWARDSUPACTO,SAG Award for Best Supporting Actor,Entertainment,212246
1111,KXOSCARSCORE,Oscar for Best Original Score,Entertainment,210962
1112,KXTOPARTISTRUNNERUP,TOP ARTIST RUNNER UP,Entertainment,176115
1113,KXTOPALBUMSPOTIFY,Top album on Spotify this year,Entertainment,174525
1114,KXOSCARMAH,Oscar for Best MAKEUP AND HAIRSTYLING,Entertainment,162998
1115,KXGAMERELEASE,Will game be released this year,Entertainment,160438
1116,KX1ALBUM,WHO WILL HAVE A NUMBER 1 ALBUM ON THE BILLBOARD 200,Entertainment,157201
1117,KXROLEATEVENTLOLLA,Who will headline Lollapalooza,Entertainment,154029
1118,KXNEWTAYLOR-R,New Taylor Reputation,Entertainment,150644
1119,KXSPOTSTREAMSUSA,how many streams will the top song on spotify have,Entertainment,150631
1120,KXRANKLISTSONGGOL,GOLD RANK 1-10,Entertainment,148075
1121,KX1SONG,WILL ARTIST HAVE A NUMBER ONE SONG ON BILLBOARD HOT 100 THIS YEAR,Entertainment,142175
1122,KXSPOTSTREAMGLOBAL,HOW MANY STREAMS WILL THE TOP SONG ON SPOTIFY GLOBAL HAVE ,Entertainment,139718
1123,KXTOPALBUMRUNNERUPUSA,TOP ALBUM RUNNER UP USA,Entertainment,139045
1124,KXGRAMMYNOMROTY,Grammy nominees for Record of the Year,Entertainment,136833
1125,KXTOPALBUMRECORDSWAG,Album record Justin Bieber ,Entertainment,134622
1126,KXOSCARCASTING,Casting,Entertainment,133872
1127,KXNETFLIXTOPVIEWSMOVIE,NETFLIX TOP MOVIE VIEW COUNT,Entertainment,124391
1128,KXTOPALBUMSPOTIFYRUNNERUP,Number 2 album on Spotify this year,Entertainment,123135
1129,KXALBUMRELEASE,WHO WILL RELEASE A NEW ALBUM,Entertainment,115498
1130,KXSPOTIFYARTISTW,Weekly US Spotify artist chart,Entertainment,114468
1131,KXSEXYMAN,Sexiest Man Alive,Entertainment,103344
1132,KXNEWTAYLOR-TS,New taylor,Entertainment,101462
1133,KXBACHELORETTEELIMINATION,WHO WILL GET ELIMINATED FROM THE BACHELORETTE,Entertainment,91348
1134,KXMEDIACOVERMADDEN,WHO WILL BE ON THE COVER OF MADDEN?,Entertainment,87325
1135,KXSWIFTKELCEWEDDINGLOCATION,WHERE WILL TAYLOR SWIFT GET MARRIED,Entertainment,85076
1136,KXFEATUREDRAKE,Who will be featured on Drake album,Entertainment,83093
1137,KXSPOTIFYALBUMW,Weekly US Spotify album chart,Entertainment,77104
1138,KXPGAAWARDS,PRODUCERS GUILD AWARDS,Entertainment,75768
1139,KXTOPSONGSPOTIFYRUNNERUP,top song on spotify runner up? ,Entertainment,73802
1140,KX1SONGJUSTINBIEBER,Will Justin Bieber have a #1 hit this year?,Entertainment,71662
1141,KXSAGAWARDACTRCOM,Outstanding Performance by a Female Actor in a Comedy Series,Entertainment,70646
1142,KXTHEMASKEDSINGER,WHO WILL WIN THE MASKED SINGER,Entertainment,66321
1143,KX10SONG,WHICH SONG WILL BE TOP 10 ON THE BILLBOARD HOT 100 CHART,Entertainment,65480
1144,KXSTARWARS,Star Wars release,Entertainment,60130
1145,KXFEATUREYE,Who will be featured on kany west album,Entertainment,58613
1146,KX20SONG,WHO WILL HAVE A TOP 20 SONG THIS YEAR?,Entertainment,57035
1147,KXYTUBESUBSISHOWSPEED,How many subscirbers will ishowspeed get this year ,Entertainment,53689
1148,KXTOPALBUMSTYLES,WILL HARRY STYLES NEW ALBUM BE #1,Entertainment,52813
1149,KXBACHELORETTE,WHO WILL WIN THE BACHELORETTE ,Entertainment,52692
1150,KXTAYLORSWIFTWEDDING,TAYLOR SWIFT WEDDING,Entertainment,52204
1151,KXVENUEPERFORMANCESPHERE,WHO WILL PERFORM AT THE SPHERE,Entertainment,51218
1152,KXTOPPOD,Top podcast of the year,Entertainment,43093
1153,KXSAGAWARDACTRLIM,Outstanding Performance by a Female Actor in a Television Movie or Limited Series,Entertainment,42889
1154,KXBIGBROTHERBRAZIL,WHO WILL WIN BIG BROTHER BRAZIL,Entertainment,42255
1155,KXTVSEASONRELEASEHARRYPOTTER,Will “The Last of Us” Season 3 be released on HBO Max for streaming before May 1st of 2026?,Entertainment,37547
1156,KXTOPARTISTRUNNERUPUSA,TOP ARTIST RUNNER UP USA,Entertainment,36288
1157,KXSAGAWARDACTODRAMA,Outstanding Performance by a Male Actor in a Drama Series,Entertainment,33969
1158,KXNBA2KCOVER,Who will be on the cover of NBA 2k?,Sports,32429
1159,KXTOP10BILLBOARDSPOTSBRUNO,HOW MANY SPOTS ON THE TOP 10 WILL BRUNO MARS HAVE,Entertainment,30377
1160,KXSAGAWARDCASTDRAMA,SAG Award Best Cast in a Drama Series,Entertainment,28635
1161,KXTOUR,WHO WILL ANNOUNCE A TOUR THIS YEAR?,Entertainment,27771
1162,KXPUTINDJTLOCATION,Putin DJT meeting location,Entertainment,26173
1163,KXMEDIARELEASEICEMAN,when will drake release iceman,Entertainment,25585
1164,KXTIMEDECADE20S,Time Person of the Year 2020s,Entertainment,24505
1165,KXMEDIACOVERSI,Who will be on the cover of the Sports Illustrated Swimsuit Issue? ,Entertainment,23268
1166,KXGTATRAILER,GTA VI trailer,Entertainment,22134
1167,KXSPOTIFYALBUMRELEASEDATEBABYBOI,Will Playboi Carti release “baby boi” in summer 2026?,Entertainment,21945
1168,KXMEDIARELEASEADDTRAILER,WHEN WILL THE AVENGERS DOOMDAY TRAILER RELEASE ,Entertainment,21828
1169,KXSAGAWARDACTOCOM,Outstanding Performance by a Male Actor in a Comedy Series,Entertainment,21820
1170,KXROLEATEVENTROLLING,Who will headline Rolling Loud,Entertainment,21575
1171,KXTOPCHEF,WHO WIN TP CHEF,Entertainment,21367
1172,KXOSCARLASF,Live action short film,Entertainment,21115
1173,KXSAGAWARDACTOLIM,Outstanding Performance by a Male Actor in a Television Movie or Limited Series,Entertainment,21093
1174,KXTOPALBUMTHIRD,THIRD BEST ALBUM,Entertainment,20658
1175,KXIRONMAN,RDJ returns as Iron Man,Entertainment,20168
1176,KXFEATUREYEAT,WHO WILL BE ON YEATS NEW ALBUM,Entertainment,19217
1177,KXLUCASFILM,Lucasfilm ,Entertainment,19154
1178,KXROLEINPRODUCTIONDOOMSDAY,WHO WILL BE PLAYING WHAT IN AVENGERS DOOMSDAY,Entertainment,19045
1179,KXSAGAWARDACTRDRAMA,Outstanding Performance by a Female Actor in a Drama Series,Entertainment,18805
1180,KXSNL,SNL successor,Entertainment,18712
1181,KXSTEFONDIGGSCARDIB,Will Stefon Diggs and Cardi B be engaged this year?,Entertainment,18303
1182,KXRETURNREREQ,Characters returning Requiem ,Entertainment,18040
1183,KXTVSEASONANNOUNCEST,WILL A NEW EPISODE OF STRANGER THINGS BE ANNOUNCED?,Entertainment,17852
1184,KXMOSTWINSOSCARS,WHO WILL WIN THE MOST OSCARS,Entertainment,17378
1185,KXBABYNAMEBOY,Most popular baby name for a boy,Entertainment,17305
1186,KXMC,What will be the Metacritic score for movie? ,Entertainment,17058
1187,KXUPONLY,Up Only Guests,Entertainment,16839
1188,KXENGAGEMENTTIMOTHEEKYLIE,Will Timothée Chalamet and Kylie Jenner be engaged this year?,Entertainment,16431
1189,KXFOLLOWERCOUNTISHOWSPEED,SPEEF FOLLOWER COUNT,Entertainment,16298
1190,KXTOPSONGTHIRDUSA,TOP SONG THIRD USA,Entertainment,15780
1191,KXOSCARDSFILM,Documentary Short Film,Entertainment,15735
1192,KXTRAVISKELCEWEDDING,TRAVIS KELCE WEDDING,Entertainment,15729
1193,KXPERFORMBONDSONG,Who will perform the next james Bond song,Entertainment,15589
1194,KXTOPSONGTHIRD,THIRD BEST ARTIST,Entertainment,15033
1195,KXSAGAWARDCASTCOMEDY,SAG Award Best Cast in a COMEDY Series,Entertainment,14869
1196,KXACTORELONMUSK,ELON MUSK IN WHAT MOVIE,Entertainment,14642
1197,KXJOHNNYDEPP,Johnny Depp star in Pirates of the Caribbean?,Entertainment,13926
1198,KXEUROVISIONPARTICIPANTS,Eurovision participants,Entertainment,13691
1199,KXMUSKSPORTS,Elon Musk buys major sports team,Entertainment,13608
1200,KXPUTINZELENSKYYLOCATION,Where will Zelenskyy and Putin meet next?,Entertainment,13367
1201,KXTVSEASONRELEASEOUTBANKS,Will Season 5 of out banks be released this year,Entertainment,13364
1202,KXSONGRELEASEDATEBTS,WHEN WILL BTS RELEASE A NEW SONG ,Entertainment,13303
1203,KXBEYONCEGENRE,Next Beyonce album chart,Entertainment,13212
1204,KXENGAGEMENTMEGKLAY,KLAY THOMPSON WILL PROPOSE TO MEGAN THEE STALLION IN 2026,Entertainment,12547
1205,KXPERFORMROLEJEANGREY,Will Sadie Sink be the next Marvel Jean Grey?,Entertainment,12453
1206,KXMEDIAGUESTFALLON,WHO WILL GO ON JIMMY FALLON THE TONIGHT SHOW,Entertainment,12281
1207,KXNWEST,North west album,Entertainment,11762
1208,KXALBUMTRACKSHARRY,HOW MANY TRACKS WILL HARRY STYLES HAVE,Entertainment,11205
1209,KXTVSEASONRELEASETHELASTOFUS,Will “The Last of Us” Season 3 be released on HBO Max for streaming before May 1st of 2026?,Entertainment,11068
1210,KXENGAGEMENTTRUDEAUPERRY,Will Justin Trudeau and Katy Perry be engaged this year?,Entertainment,11030
1211,KXESVI,Elder Scrolls VI release,Entertainment,10680
1212,KXBABYNAMEGIRL,Most popular baby name for a girl,Entertainment,10428
1213,KXKIMKBAREXAM,WILL KIM K COMPLETE THE BAR EXAM,Entertainment,9815
1214,KXKXROLEATEVENTGOVBALL,Who will headline Governor’s Ball,Entertainment,9663
1215,KXMEDIAGUESTKIMMEL,WHO WILL GO ON JIMMY KIMMEL,Entertainment,9651
1216,KXNEXTLEVELCHEF,WHO WILL WIN NEXT LEVEL CHEF,Entertainment,9341
1217,KXACTORWHITELOTUS,WHO WILL BE THE ACTOR IN WHITELOTUS,Entertainment,9328
1218,KXPIZZASCORE9,Pizza score 9,Sports,9281
1219,KXENGAGEMENTTATEJACKHUGHES,Will Tate McRae and Jack Hughes get engaged before 2027,Entertainment,9111
1220,KXWCUPSONG,World Cup song,Entertainment,8449
1221,KXTOPSONGRUNNERUPUSA,2nd USA SONG,Entertainment,8155
1222,KXSONGRELEASE,Who will release a new song?,Entertainment,8096
1223,KXFASTANDFURIOUSRELEASE,Will a new main Fast & Furious film be officially announced in 2026?,Entertainment,7721
1224,KXMOVIEDELAYODYSSEY,Will the The Odyssey be delayed,Entertainment,7419
